Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,District,Municipality,Road No.,Analysis Date,Inspection Date,Asset Value (Depreciated),Asset Value (ACI),Replacement Cost,Maintenance Cost,Depreciation Cost,Unit Cost,Length of Bridge Deck  (m),Width of Bridge Deck  (m),Maximum Height Pier/Abutment (m),Maximum Span Length(m),Overall Length Culvert (m),Overall Width Culvert (m),Max Fill Height Culvert,Max Height of Retaining Wall (m),Area_Wall_RW,Total_Length_GA,Horizontal_Length_GA,Overall_Height_TU,Overall_Length_TU,Overall_Width_TU,FctHt,Fct_TypeBridge,DeprValue,Age
4265,D1836 over Poer se Loop,Bridge,Bridge,7/26/2021,Waterberg,,,6/30/2022,7/16/2021,7028576,11603008,14809200,1560760,6219864,30100,49.2,10,5.5,,,,,,,,,,,,,1,0.58,42
4266,D1597 over river,Bridge,Bridge,7/27/2021,Mopani,,,6/30/2022,7/28/2021,18403240,28563993,30910070,142800,12364026,45140,64.6,10.6,8.8,,,,,,,,,,,,,1,0.6,40
4283,D972 over river,Bridge,Bridge,7/28/2021,Waterberg,,,6/30/2022,6/29/2021,1979805,3223595,3453975,23500,1450670,30100,8.5,13.5,5.33,,,,,,,,,,,,,1,0.58,42
4284,D972 over river,Bridge,Bridge,8/26/2021,Waterberg,,,6/30/2022,6/28/2021,3135869,4999414,5483016,44280,2302867,30100,13.8,13.2,2.9,,,,,,,,,,,,,1,0.58,42
4297,D2460 over Crocodile river,Bridge,Bridge,8/23/2021,Waterberg,,,6/30/2022,6/19/2021,21766744,29717780,35407820,540180,13100892,45140,74,10.6,9.3,,,,,,,,,,,,,1,0.63,37
4298,D148  over river,Bridge,Bridge,8/2/2021,Sekhukhune,,,6/30/2022,8/2/2021,2761460,4427322,5346362,339430,2245472,30100,16.6,10.7,3.8,,,,,,,,,,,,,1,0.58,42
43,D1801 over Ramadipa river,Bridge,Bridge,9/2/2021,Mopani,,,6/30/2022,9/2/2021,1178293,3682759,4304300,767250,2358757,30100,26,5.5,2.9,,,,,,,,,,,,,1,0.452,62
4302,D198  over Kruis river,Bridge,Bridge,8/2/2021,Sekhukhune,,,6/30/2022,8/2/2021,7801255,12590078,15495480,411350,7282875,30100,46.8,11,4.5,,,,,,,,,,,,,1,0.53,47
4318,D2460 over Elandslaagte spruit,Bridge,Bridge,7/30/2021,Waterberg,,,6/30/2022,6/18/2021,5842678,9643258,10579550,293460,4443410,30100,30.3,11.6,3.16,,,,,,,,,,,,,1,0.58,42
435,D2239 over river,Bridge,Bridge,9/5/2021,Mopani,,,6/30/2022,9/5/2021,1632752,4147908,4466840,386260,2447828,30100,37.1,4,3,,,,,,,,,,,,,1,0.452,62
4360,D1174 over Nzhelele river,Bridge,Bridge,8/12/2021,Vhembe,,,6/30/2022,8/12/2021,8089170,15070634,15555980,155500,7311311,30100,48.3,10.7,7.5,,,,,,,,,,,,,1,0.53,47
4361,D1034 over Brand Boontjies riv,Bridge,Bridge,8/3/2021,Mopani,,,6/30/2022,8/3/2021,3160805,4986453,5129040,19200,1949035,30100,16,10.65,6.9,,,,,,,,,,,,,1,0.62,38
4428,D1675 over Matlabas river,Bridge,Bridge,8/24/2021,Waterberg,,,6/30/2022,6/21/2021,16561858,23355074,27826850,412520,10852470,30100,85.6,10.8,6.7,,,,,,,,,,,,,1,0.61,39
4476,D1925 over Matlabas river,Bridge,Bridge,8/24/2021,Waterberg,,,6/30/2022,6/21/2021,10425288,24003391,28212730,4527460,13259982,30100,91,10.3,5.1,,,,,,,,,,,,,1,0.53,47
4519,D579 over Rooisloot river,Bridge,Bridge,9/6/2021,Waterberg,,,6/30/2022,8/10/2021,2266380,3506638,4033400,153660,1613360,30100,10,13.4,6.5,,,,,,,,,,,,,1,0.6,40
4521,4521 - D1909 over river,Major Culvert,Culvert Major,8/2/2021,,,,6/30/2022,8/2/2021,1657460,2326442,2567250,190960,718830,24450,,,,,7,15,0,,,,,,,,,,0.72,32
4540,D2551 over N1/27,Bridge,Bridge,2/7/2022,Capricorn,,,6/30/2022,3/11/2011,10151558,16113584,16113580,0,5962026,30100,40.1,13.35,0,,,,,,,,,,,,,1,0.63,37
4641,D2484  over river,Bridge,Bridge,8/4/2021,Sekhukhune,,,6/30/2022,8/4/2021,16018095,26079710,27664910,857500,10789315,30100,91,10.1,7.9,,,,,,,,,,,,,1,0.61,39
4674,D617 over river,Bridge,Bridge,7/22/2021,Capricorn,,,6/30/2022,7/22/2021,22722003,35291814,35935050,276430,12936619,45140,74.4,10.7,14.6,,,,,,,,,,,,,1,0.64,36
4675,D617 over river,Bridge,Bridge,7/22/2021,Capricorn,,,6/30/2022,7/22/2021,1705957,2647777,2692746,17400,969389,30100,8.4,10.65,4.8,,,,,,,,,,,,,1,0.64,36
4677,D617 over river,Bridge,Bridge,7/22/2021,Capricorn,,,6/30/2022,7/22/2021,34964172,53590719,54813050,116180,19732700,45140,116.2,10.45,21.1,,,,,,,,,,,,,1,0.64,36
4730,D1261  over river,Bridge,Bridge,8/4/2021,Sekhukhune,,,6/30/2022,8/4/2021,4575995,7676040,9026388,659310,3791083,30100,25.2,11.9,5,,,,,,,,,,,,,1,0.58,42
4784,D2001 over Conveyor,Major Culvert,Culvert Major,9/2/2021,Waterberg,,,6/30/2022,6/25/2021,1222586,1631769,1889496,55186,611724,24450,,,,,9.2,8.4,0.2,,,,,,,,,,0.676,37
479,P33/1 over river,Bridge,Bridge,2/7/2022,Capricorn,,,6/30/2022,4/27/2014,4132128,9391200,9391200,0,5259072,30100,39,8,0,,,,,,,,,,,,,1,0.44,65
4812,D2515 over river,Bridge,Bridge,9/9/2021,Waterberg,,,6/30/2022,8/2/2021,2755096,4598744,4876200,73100,2048004,30100,16.2,10,3.2,,,,,,,,,,,,,1,0.58,42
4833,P171/1  over river,Bridge,Bridge,8/3/2021,Sekhukhune,,,6/30/2022,8/3/2021,2177619,3919894,4078550,187940,1712991,30100,10,13.55,6.9,,,,,,,,,,,,,1,0.58,42
4853,D845 over Kolope River,Bridge,Bridge,8/10/2021,Vhembe,,,6/30/2022,8/10/2021,6430538,10669047,11167100,46380,4690182,30100,35,10.6,4.03,,,,,,,,,,,,,1,0.58,42
4854,D190 over river,Bridge,Bridge,7/26/2021,Waterberg,,,6/30/2022,7/8/2021,6524283,9566170,10682490,312510,3845697,30100,33.8,10.5,5,,,,,,,,,,,,,1,0.64,36
4871,D544 over Bloed river,Bridge,Bridge,7/21/2021,Capricorn,,,6/30/2022,7/21/2021,6112110,10791109,11995450,245480,5637862,30100,36.9,10.8,2.9,,,,,,,,,,,,,1,0.53,47
4970,D2181 over river,Bridge,Bridge,8/6/2021,Capricorn,,,6/30/2022,8/6/2021,2882420,4789323,5337483,213320,2241743,30100,17.3,10.25,4.89,,,,,,,,,,,,,1,0.58,42
4999,D1649 over Crocodile river,Bridge,Bridge,7/30/2021,Waterberg,,,6/30/2022,6/19/2021,28599645,39176005,42393680,228060,13565979,45140,88.6,10.6,10.44,,,,,,,,,,,,,1,0.68,32
5041,D1458  over river,Bridge,Bridge,8/5/2021,Sekhukhune,,,6/30/2022,8/5/2021,3520022,4105059,5607239,292900,1794316,30100,17.41,10.7,5.7,,,,,,,,,,,,,1,0.68,32
508,D597 over Hout river,Bridge,Bridge,9/4/2021,Vhembe,,,6/30/2022,9/4/2021,19686531,24671164,24671160,50400,4934233,30100,66.1,12.4,5.01,,,,,,,,,,,,,1,0.8,20
5106,D1170  over Selous river,Bridge,Bridge,8/2/2021,Sekhukhune,,,6/30/2022,8/2/2021,8577726,13183651,15502880,1189090,5736066,45140,32.4,10.6,8.1,,,,,,,,,,,,,1,0.63,37
5126,D723 over Rail,Bridge,Bridge,8/14/2021,Vhembe,,,6/30/2022,8/14/2021,6471584,10732191,11052720,491630,4089506,30100,34,10.8,5.75,,,,,,,,,,,,,1,0.63,37
5156,D70 over river,Bridge,Bridge,8/2/2021,Mopani,,,6/30/2022,8/2/2021,4582864,7873887,7944594,25000,3336730,30100,24.9,10.6,4.5,,,,,,,,,,,,,1,0.58,42
5200,D3790 over river,Bridge,Bridge,8/4/2021,Mopani,,,6/30/2022,8/4/2021,8152866,11951042,12058360,46820,3858675,30100,41.3,9.7,5.5,,,,,,,,,,,,,1,0.68,32
5200B,D2692 over river,Bridge,Bridge,8/10/2021,Vhembe,,,6/30/2022,8/10/2021,6311645,10018484,10018480,0,3706839,30100,31.4,10.6,6.58,,,,,,,,,,,,,1,0.63,37
5213,D506 over Brak river,Bridge,Bridge,2/2/2022,Vhembe,,,6/30/2022,1/12/2022,10595260,14556017,15581270,0,4986005,30100,49.3,10.5,6,,,,,,,,,,,,,1,0.68,32
5239,D1292 over Hlangana River,Bridge,Bridge,9/6/2021,Mopani,,,6/30/2022,9/6/2021,5630106,9957326,10879950,1224260,4025580,30100,34.1,10.6,4.8,,,,,,,,,,,,,1,0.63,37
5280,D928 over river,Bridge,Bridge,7/30/2021,Waterberg,,,6/30/2022,6/21/2021,2399148,3546200,3575880,32450,1144282,30100,13.2,9,0,,,,,,,,,,,,,1,0.68,32
5287,D977 over river,Bridge,Bridge,8/11/2021,Capricorn,,,6/30/2022,8/11/2021,1691185,2904870,3237707,24800,1521722,30100,10.1,10.65,6.7,,,,,,,,,,,,,1,0.53,47
5317,D2692 Over River,Major Culvert,Culvert Major,8/10/2021,Vhembe,,,6/30/2022,8/10/2021,1655291,2348557,2489988,137500,697197,24450,,,,,7.6,13.4,0.4,,,,,,,,,,0.72,32
5318,D2692 Over River,Bridge,Bridge Cellular,8/10/2021,Vhembe,,,6/30/2022,8/10/2021,5295910,6763739,7393680,27540,2070230,24450,,,,,25.2,12,0.4,,,,,,,,,,0.72,32
5320,D2692 Over River,Major Culvert,Culvert Major,8/10/2021,Vhembe,,,6/30/2022,8/10/2021,1760400,2445000,2445000,0,684600,24450,,,,,8,12.5,0.4,,,,,,,,,,0.72,32
5321,D2692 Over River,Major Culvert,Culvert Major,8/10/2021,Vhembe,,,6/30/2022,8/10/2021,2257725,2981219,3209063,52800,898537,24450,,,,,10.5,12.5,0.5,,,,,,,,,,0.72,32
5322,D2692 Over River,Major Culvert,Culvert Major,8/10/2021,Vhembe,,,6/30/2022,8/10/2021,2405411,3340848,3340848,0,935437,24450,,,,,11.2,12.2,0.4,,,,,,,,,,0.72,32
5325,D2692 Over River,Bridge,Bridge Cellular,8/10/2021,Vhembe,,,6/30/2022,8/10/2021,6643750,9227430,9227430,0,2583680,24450,,,,,31.45,12,0.3,,,,,,,,,,0.72,32
5455,P33/1 over river,Bridge,Bridge,2/7/2022,Capricorn,,,6/30/2022,7/28/2011,57430803,108360000,108360000,0,50929197,30100,300,12,0,,,,,,,,,,,,,1,0.53,47
5475,D2900 over Elands river,Bridge,Bridge,7/27/2021,Sekhukhune,,,6/30/2022,7/27/2021,28027177,31957736,33767680,0,5740507,30100,83.1,13.5,0,,,,,,,,,,,,,1,0.83,17
5477,D21 over Makhutswi River,Bridge,Bridge,9/4/2021,Mopani,,,6/30/2022,9/4/2021,9430774,11225338,11377800,12800,1934226,30100,27,14,3.1,,,,,,,,,,,,,1,0.83,17
5602,D2512 over Groot Letaba,Bridge,Bridge,7/28/2021,Mopani,,,6/30/2022,7/28/2021,13665648,16705151,17323600,20000,3637956,45140,59.5,6.45,17.2,,,,,,,,,,,,,1,0.79,21
5605,D3712 over Mutale river,Bridge,Bridge,9/1/2021,Vhembe,,,6/30/2022,9/1/2021,10840575,13102525,13747270,19770,2886927,30100,103.8,4.4,2.9,,,,,,,,,,,,,1,0.79,21
5625,P278/1 over Nzhelele river,Bridge,Bridge,8/13/2021,Vhembe,,,6/30/2022,8/13/2021,31330651,39882258,40334000,533210,8470139,30100,100,13.4,5.35,,,,,,,,,,,,,1,0.79,21
5687,#NAME?,Bridge,Bridge Cellular,8/1/2021,,,,6/30/2022,8/1/2021,8151408,8782377,9201024,3000,1046616,24450,,,,,19.2,19.6,1.5,,,,,,,,,,0.886,13
5749,D3708 over Luvuvhu river,Bridge,Bridge,8/30/2021,Vhembe,,,6/30/2022,8/30/2021,28254423,34152046,34693260,194050,6244787,30100,102,11.3,6.5,,,,,,,,,,,,,1,0.82,18
5772,#NAME?,Bridge,Bridge Cellular,7/29/2021,,,,6/30/2022,7/29/2021,5473023,9744108,10619120,314400,4831701,24450,,,,,48.8,8.9,0,,,,,,,,,,0.545,52
5776,D3830 over Klein Letaba river,Bridge,Bridge,8/14/2021,Vhembe,,,6/30/2022,8/14/2021,1451590,2126564,2190076,278570,459916,30100,6.8,10.7,4.4,,,,,,,,,,,,,1,0.79,21
5802,D449 over Nzhelele river,Bridge,Bridge,8/13/2021,Vhembe,,,6/30/2022,8/13/2021,57491391,71826827,73367540,468970,15407183,30100,181.9,13.4,4.2,,,,,,,,,,,,,1,0.79,21
5816,D4 over Karringmelk spruit,Bridge,Bridge,9/4/2021,Vhembe,,,6/30/2022,9/4/2021,8123779,17800741,18311640,153080,10034777,30100,45.4,13.4,5,,,,,,,,,,,,,1,0.452,62
5820,D3756 over Luvuvhu river,Bridge,Bridge,9/1/2021,Vhembe,,,6/30/2022,9/1/2021,33849106,39169236,39520970,138930,5532936,45140,76.8,11.4,12.4,,,,,,,,,,,,,1,0.86,14
5821,D3150 over Mokholotli river,Bridge,Bridge,8/1/2021,Mopani,,,6/30/2022,8/1/2021,12452947,14454539,15364090,299250,2611896,30100,51.3,9.95,4.9,,,,,,,,,,,,,1,0.83,17
5848,D3709 over Mutshindudi river,Bridge,Bridge,8/31/2021,Vhembe,,,6/30/2022,8/31/2021,12055773,14826536,15410600,118600,3236225,30100,48.3,10.6,6.8,,,,,,,,,,,,,1,0.79,21
5946,D4100 over river,Bridge,Bridge,8/13/2021,Sekhukhune,,,6/30/2022,8/13/2021,3897196,4993343,5871758,800210,1174351,30100,15.3,12.75,2.54,,,,,,,,,,,,,1,0.8,20
5959,D4100 over Madibjanen river,Bridge,Bridge Cellular,8/13/2021,Sekhukhune,,,6/30/2022,8/13/2021,5246065,6724358,8675471,2290750,1138656,24450,,,,,28.5,12.45,0,,,,,,,,,,0.869,15
5970,D4380 over river,Bridge,Bridge,9/7/2021,Waterberg,,,6/30/2022,8/4/2021,2546566,5190594,5478200,356880,2574754,30100,14,13,4.52,,,,,,,,,,,,,1,0.53,47
5971,D4380 over Mogalakwena river,Bridge,Bridge,9/3/2021,Waterberg,,,6/30/2022,8/5/2021,8814555,15984171,18298990,188550,9295889,30100,53.8,11.3,5.6,,,,,,,,,,,,,1,0.492,52
6030,D4250 over Ngwaritsi river,Bridge,Bridge,8/12/2021,Sekhukhune,,,6/30/2022,8/12/2021,17015917,18049552,20859300,505896,3337487,30100,55,12.6,4.5,,,,,,,,,,,,,1,0.84,16
6087,Kalkspruit Tributary 1,Major Culvert,Culvert Major,7/16/2021,Capricorn,,,6/30/2022,7/16/2021,2616237,4092200,4487553,25810,1845506,24450,,,,,16.1,11.4,2,,,,,,,,,,0.589,47
6090,D1350 over river,Bridge,Bridge,7/30/2021,Mopani,,,6/30/2022,9/27/2011,3631296,4286288,4334400,9600,693504,30100,16,9,6.3,,,,,,,,,,,,,1,0.84,16
6095,#NAME?,Bridge,Bridge Cellular,7/30/2021,,,,6/30/2022,7/30/2021,8874613,9854084,10024500,9600,1140287,24450,,,,,20.5,20,2,,,,,,,,,,0.886,13
6101,D11 over Middle Letaba river,Bridge,Bridge,8/3/2021,Mopani,,,6/30/2022,8/3/2021,34975584,42177021,44457700,146000,9336116,30100,140,10.55,5.5,,,,,,,,,,,,,1,0.79,21
6104,D3182 over Molototsi river,Bridge,Bridge,8/3/2021,Mopani,,,6/30/2022,8/3/2021,3179513,4004699,4038216,51060,807643,30100,15.6,8.6,4.9,,,,,,,,,,,,,1,0.8,20
6107,D4137 over Olifants river,Bridge,Bridge,8/17/2021,Sekhukhune,,,6/30/2022,8/17/2021,43591210,48366608,54168000,284870,10291920,45140,120,10,11.3,,,,,,,,,,,,,1,0.81,19
6108,D3750 over Luvuvhu,Bridge,Bridge,9/1/2021,Vhembe,,,6/30/2022,9/1/2021,58961122,69306277,73177360,312540,13903698,45140,119.2,13.6,15.3,,,,,,,,,,,,,1,0.81,19
6111,D4040 over Witsloot River,Bridge,Bridge,2/1/2022,Capricorn,,,6/30/2022,1/21/2022,21191965,25014272,25843860,0,4651895,30100,81,10.6,4.42,,,,,,,,,,,,,1,0.82,18
6112,D4190 over Mohlaletsi River,Bridge,Bridge,8/31/2021,Sekhukhune,,,6/30/2022,8/31/2021,29127309,29035888,36436050,750250,6558489,30100,90,13.45,3.6,,,,,,,,,,,,,1,0.82,18
6113,D2657 over Koper Spruit,Bridge,Bridge,7/27/2021,Capricorn,,,6/30/2022,7/27/2021,10830244,13155781,13965800,621710,2513844,30100,44.4,10.45,3.55,,,,,,,,,,,,,1,0.82,18
6114,D3332 over Hout river,Bridge,Bridge,8/26/2021,Capricorn,,,6/30/2022,8/26/2021,15541010,18536500,19467020,421950,3504064,30100,60.5,10.69,3.03,,,,,,,,,,,,,1,0.82,18
6115,D999 Over Mphongolo River,Bridge,Bridge Cellular,8/30/2021,Vhembe,,,6/30/2022,8/30/2021,3659747,3778835,6215190,1576550,978893,24450,,,,,20.5,12.4,0.3,,,,,,,,,,0.843,18
6116,D3653 Over Mphongolo River,Bridge,Bridge Cellular,8/30/2021,Vhembe,,,6/30/2022,8/30/2021,9279181,10305607,10926220,21760,1625275,24450,,,,,26.6,16.8,2,,,,,,,,,,0.851,17
6117,6117 - D3903,Bridge,Bridge Cellular,9/3/2021,,,,6/30/2022,9/3/2021,3477529,3745005,4224960,82000,665431,24450,,,,,18,9.6,0,,,,,,,,,,0.843,18
6118,6118 - D3901 over Moungwane river,Bridge,Bridge Cellular,9/3/2021,Mopani,,,6/30/2022,9/3/2021,3382276,3104040,4017135,2160,632699,24450,,,,,26.5,6.2,0,,,,,,,,,,0.843,18
6125,D3500 over Pholotsi river,Bridge,Bridge,9/7/2021,Waterberg,,,6/30/2022,8/4/2021,6617637,7773010,8060780,72810,1370333,30100,20.6,13,3.7,,,,,,,,,,,,,1,0.83,17
6126,D4380 over Thwathwe river,Bridge,Bridge Cellular,9/13/2021,Waterberg,,,6/30/2022,8/4/2021,3284776,3605538,3941340,70290,586274,24450,,,,,13,12.4,0,,,,,,,,,,0.851,17
6129,D3893 over river,Bridge,Bridge,9/4/2021,Mopani,,,6/30/2022,9/4/2021,11427975,13580383,13954360,14600,2511785,30100,38,12.2,5.3,,,,,,,,,,,,,1,0.82,18
6130,D11 over Lebjelebore river,Bridge,Bridge,8/1/2021,Mopani,,,6/30/2022,8/1/2021,15761159,18628411,19053300,53080,3239061,30100,60,10.55,5.2,,,,,,,,,,,,,1,0.83,17
6131,D3881 over Thabina river,Bridge,Bridge,9/4/2021,Mopani,,,6/30/2022,9/4/2021,13706883,16450813,16750650,28650,3015117,30100,52.5,10.6,3.6,,,,,,,,,,,,,1,0.82,18
6133,D3694 over river,Bridge,Bridge Cellular,9/4/2021,Vhembe,,,6/30/2022,9/4/2021,6002554,6849306,7154070,24750,1126766,24450,,,,,30.8,9.5,0,,,,,,,,,,0.843,18
6135,D1200 over Ga-Hlako River,Bridge,Bridge Cellular,8/20/2021,Capricorn,,,6/30/2022,8/20/2021,77048949,110957982,131498000,370480,54078539,24450,,,,,78.4,68.6,0.7,,,,,,,,,,0.589,47
6137,D3840 over Ka-malilibone river,Bridge,Bridge,7/28/2021,Mopani,,,6/30/2022,7/28/2021,4321289,5144391,5144391,0,823102,30100,16.2,10.55,4.3,,,,,,,,,,,,,1,0.84,16
6138,D3810 Ext Over Klein Letaba,Bridge,Bridge,7/28/2021,Mopani,,,6/30/2022,7/28/2021,79468570,92697663,93530080,32000,14029510,45140,160,12.95,11.1,,,,,,,,,,,,,1,0.85,15
6139,D4129 over Motse river,Bridge,Bridge,8/17/2021,Sekhukhune,,,6/30/2022,8/17/2021,11044037,12592562,13442100,247330,2150736,30100,42.33,10.55,7.7,,,,,,,,,,,,,1,0.84,16
6141,Mmamerela River Bridge,Bridge,Bridge Cellular,8/11/2021,Capricorn,,,6/30/2022,8/11/2021,16655275,18816587,19366600,0,2711323,29350,,,,,26.5,24.9,3,,,,,,,,,,0.86,16
6142,Tlhabasane River Bridge,Bridge,Bridge Cellular,8/11/2021,Capricorn,,,6/30/2022,8/11/2021,8364542,10972508,12733560,2586320,1782698,24450,,,,,28,18.6,0.4,,,,,,,,,,0.86,16
6143,D3681 over Mutsindudi river,Bridge,Bridge,9/2/2021,Vhembe,,,6/30/2022,9/2/2021,28407649,32652470,32652470,0,4244821,45140,54.8,13.2,8.1,,,,,,,,,,,,,1,0.87,13
6144,D3681 over Tshinane river,Bridge,Bridge,9/2/2021,Vhembe,,,6/30/2022,9/2/2021,10595532,12178772,12178770,0,1583240,45140,19,14.2,9.5,,,,,,,,,,,,,1,0.87,13
6145,D4100 over Motsemohlaba river,Bridge,Bridge,8/12/2021,Sekhukhune,,,6/30/2022,8/12/2021,9108797,10810531,12816280,1785040,1922442,30100,34.2,12.45,3.8,,,,,,,,,,,,,1,0.85,15
6148,#NAME?,Bridge,Bridge Cellular,7/30/2021,,,,6/30/2022,7/30/2021,7699014,8313993,8710312,20500,990798,24450,,,,,19,18.75,0,,,,,,,,,,0.886,13
6149,D3180 over Molototsi river,Bridge,Bridge,8/3/2021,Mopani,,,6/30/2022,8/3/2021,27825903,31580617,32009540,22400,4161241,30100,100.8,10.55,6,,,,,,,,,,,,,1,0.87,13
6150,D1200 over Mogalakwena river,Bridge,Bridge,8/25/2021,Capricorn,,,6/30/2022,8/25/2021,24214822,26934928,28770480,240090,4315572,30100,90.6,10.55,7.46,,,,,,,,,,,,,1,0.85,15
6151,D3697 over river,Bridge,Bridge,8/11/2021,Vhembe,,,6/30/2022,8/11/2021,12491205,14116470,14557560,28300,2038059,30100,45.2,10.7,2.4,,,,,,,,,,,,,1,0.86,14
6152,D3708 over Mbwedi river,Bridge,Bridge,8/30/2021,Vhembe,,,6/30/2022,8/30/2021,29310177,34630514,35100860,174550,5616137,45140,54,14.4,10,,,,,,,,,,,,,1,0.84,16
6153,D4100 over Makotswane river,Bridge,Bridge,8/12/2021,Sekhukhune,,,6/30/2022,8/13/2021,6497386,6653021,7555100,0,1057714,30100,20,12.55,6.5,,,,,,,,,,,,,1,0.86,14
6153B,D3748 over river,Bridge,Bridge,9/2/2021,Vhembe,,,6/30/2022,9/2/2021,9327108,10980480,10980480,6300,1647072,30100,24,15.2,5.8,,,,,,,,,,,,,1,0.85,15
6154,D3761 Over Mambedi river,Bridge,Bridge,9/2/2021,Vhembe,,,6/30/2022,9/2/2021,5270510,6200600,6200600,0,930090,30100,20.6,10,6.5,,,,,,,,,,,,,1,0.85,15
6156,D4050 over Sekantlana River,Bridge,Bridge Cellular,8/13/2021,Capricorn,,,6/30/2022,8/13/2021,13901073,13372411,16260230,225000,2134155,24450,,,,,48.9,13.6,0.4,,,,,,,,,,0.869,15
6157,D4050 over Sekantlana River Tributary,Bridge,Bridge Cellular,8/13/2021,Capricorn,,,6/30/2022,8/13/2021,9313890,9987041,10816680,83100,1419690,24450,,,,,28,15.8,1,,,,,,,,,,0.869,15
6158,D4050 over Mahlatjane river,Bridge,Bridge,8/13/2021,Capricorn,,,6/30/2022,8/13/2021,7172605,7805861,8571276,112980,1285691,30100,22.6,12.6,4.27,,,,,,,,,,,,,1,0.85,15
6169,D1350 over river Botludi River,Bridge,Bridge,7/30/2021,Mopani,,,6/30/2022,7/30/2021,2344220,2738462,2769200,9600,415380,30100,8,11.5,3.4,,,,,,,,,,,,,1,0.85,15
6174,#NAME?,Bridge,Bridge Cellular,8/1/2021,,,,6/30/2022,8/1/2021,10225792,11190810,11724260,62250,1436222,24450,,,,,29.6,16.2,1.2,,,,,,,,,,0.878,14
6177,D5002 Over Munangahe River,Bridge,Bridge Cellular,9/1/2021,Vhembe,,,6/30/2022,9/1/2021,14055327,13146784,15256800,0,1201473,24450,,,,,39,16,0.1,,,,,,,,,,0.921,9
6180,#NAME?,Bridge,Bridge Cellular,7/30/2021,,,,6/30/2022,7/30/2021,9124135,10262428,10562400,51950,1386315,24450,,,,,40,10.8,0,,,,,,,,,,0.869,15
6181,D3187 over Mmaba river,Bridge,Bridge,7/30/2021,Mopani,,,6/30/2022,7/30/2021,6147867,7026476,7286608,45750,1092991,30100,27.2,8.9,4.8,,,,,,,,,,,,,1,0.85,15
6182,D3187 over river,Bridge,Bridge,7/30/2021,Mopani,,,6/30/2022,7/30/2021,5488235,6406744,6464276,6400,969641,30100,23.6,9.1,6,,,,,,,,,,,,,1,0.85,15
6184,D1350 over Nwanedzi river,Bridge,Bridge,7/31/2021,Mopani,,,6/30/2022,7/31/2021,5916958,12137387,12793700,121670,6755076,30100,48.3,8.8,5.5,,,,,,,,,,,,,1,0.472,57
6186,D192 over Klein Mogalakwena ri,Bridge,Bridge,8/27/2021,Waterberg,,,6/30/2022,6/26/2021,18499900,20044147,20738900,165110,2073890,30100,65,10.6,5.7,,,,,,,,,,,,,1,0.9,10
6190,D4204 over Mohlaletsi river,Bridge,Bridge,8/31/2021,Sekhukhune,,,6/30/2022,8/31/2021,19448945,18412180,22912120,484600,2978575,30100,69.2,11,5.4,,,,,,,,,,,,,1,0.87,13
6196,6196 - D3771 over river,Bridge,Bridge,9/4/2021,,,,6/30/2022,9/4/2021,6299745,7026059,7089152,9600,779807,30100,12.8,18.4,0,,,,,,,,,,,,,1,0.89,11
6202,D1392 over river.,Bridge,Bridge Cellular,2/1/2022,Sekhukhune,,,6/30/2022,1/18/2022,5225362,8042842,8875350,0,3649988,24450,,,,,33,11,0,,,,,,,,,,0.589,47
6204,#NAME?,Bridge,Bridge Cellular,7/31/2021,,,,6/30/2022,7/31/2021,5067018,8606400,8606400,0,3539382,24450,,,,,40,8.8,0,,,,,,,,,,0.589,47
6205,P43/3 over Marupyabeni river,Bridge,Bridge,2/1/2022,Mopani,,,6/30/2022,1/16/2022,13561326,14068335,15410600,0,1849272,30100,48.3,10.6,6.4,,,,,,,,,,,,,1,0.88,12
6208,D4055 over Olifants river,Bridge,Bridge,8/13/2021,Capricorn,,,6/30/2022,8/13/2021,68111387,73947296,77399300,0,9287917,45140,161,10.65,10.53,,,,,,,,,,,,,1,0.88,12
6209,Access road over Motse river,Bridge,Bridge,2/7/2022,Sekhukhune,,,6/30/2022,3/27/2013,22609916,25404400,25404400,0,2794484,30100,80,10.55,6.38,,,,,,,,,,,,,1,0.89,11
6210,P278/1 over Nzhelele River,Bridge,Bridge Cellular,9/3/2021,Vhembe,,,6/30/2022,9/3/2021,21363049,16228893,23411560,0,2048511,24450,,,,,29.7,32.24,0.3,,,,,,,,,,0.913,10
6217,D3727 Over Klein Letaba,Bridge,Bridge,8/14/2021,Vhembe,,,6/30/2022,8/14/2021,29648150,30553186,31906000,24430,2233420,30100,100,10.6,6.7,,,,,,,,,,,,,1,0.93,7
6227,D3847 over Molototsi river,Bridge,Bridge,7/28/2021,Mopani,,,6/30/2022,7/28/2021,28567749,31047351,31755500,12200,3175551,30100,100,10.55,7.1,,,,,,,,,,,,,1,0.9,10
6229,D4137 over Olifants river,Bridge,Bridge,8/17/2021,Sekhukhune,,,6/30/2022,8/17/2021,26453861,26773469,29398780,5040,2939879,45140,116.3,5.6,10,,,,,,,,,,,,,1,0.9,10
6230,D3507 over thwathwe,Bridge,Bridge Cellular,9/13/2021,Waterberg,,,6/30/2022,8/4/2021,12601061,9447155,14031120,325110,1104951,24450,,,,,51.7,11.1,0,,,,,,,,,,0.921,9
643,D1567 over Rietspruit,Bridge,Bridge,7/27/2021,Capricorn,,,6/30/2022,7/27/2021,1004964,3170554,3426885,256130,2165791,30100,20.7,5.5,3,,,,,,,,,,,,,1,0.368,83
