Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Section No.,Road No.,km,District,Municipality,Analysis Date,ACI  (Average Condition Index),PCI (Priority Condition Index)
UN26,D4100 over river,Major Culvert,Culvert Major,8/12/2021,,,,Sekhukhune,,6/30/2022,96.31,92.3
UN260,D4190 over Lepallane river,Bridge,Bridge,8/31/2021,,,,Sekhukhune,,6/30/2022,88.39,82.77
UN268,D4050 over Mpogodima river,Bridge,Bridge,8/13/2021,,,,Capricorn,,6/30/2022,88.56,84.83
UN268B,D4268 over Ngwaritsi river,Bridge,Bridge,8/5/2021,,,,Sekhukhune,,6/30/2022,94.11,83.02
UN269,D4265 over river,Major Culvert,Culvert Major,2/3/2022,,,,Sekhukhune,,6/30/2022,94.32,84.43
UN27,D4134 over Malokele river,Bridge,Bridge,8/17/2021,,,,Sekhukhune,,6/30/2022,91.07,84.54
UN270,D4134 over river,Bridge,Bridge,8/17/2021,,,,Sekhukhune,,6/30/2022,84.26,57.66
UN271,D4134 over Motse river,Bridge,Bridge,8/17/2021,,,,Sekhukhune,,6/30/2022,82.14,69.3
UN272,D4134 over river,Bridge,Bridge Cellular,8/17/2021,,,,Sekhukhune,,6/30/2022,85.23,82.99
UN274,D2484 over river,Bridge,Bridge,2/7/2022,,,,Sekhukhune,,6/30/2022,100,100
UN275,D4100 over Moganyaka river,Bridge,Bridge,8/5/2021,,,,Sekhukhune,,6/30/2022,84.15,61.73
UN276,D4100 over Phuleng river,Bridge,Bridge,8/13/2021,,,,Sekhukhune,,6/30/2022,87.5,83.82
UN277,D4100 over Puleng river,Bridge,Bridge,8/13/2021,,,,Sekhukhune,,6/30/2022,87.22,83.82
UN278,D4100 over river,Bridge,Bridge,8/13/2021,,,,Sekhukhune,,6/30/2022,91.29,90.07
UN279,D4100 over Motsephiri river,Bridge,Bridge,8/13/2021,,,,Sekhukhune,,6/30/2022,93.62,91.73
UN28,D4150 over river.,Bridge,Bridge Cellular,2/3/2022,,,,Sekhukhune,,6/30/2022,74.27,60.36
UN280,D2219 over Ngwaritsi river,Bridge,Bridge,1/26/2022,,,,Sekhukhune,,6/30/2022,93.97,74.46
UN281,D2219 over shakwaneng river,Bridge,Bridge,1/27/2022,,,,Sekhukhune,,6/30/2022,78.57,55.12
UN283,D2219 over river,Bridge,Bridge,1/27/2022,,,,Sekhukhune,,6/30/2022,75.83,49.77
UN284,D2219 over Shakwaneng river,Bridge,Bridge,1/26/2022,,,,Sekhukhune,,6/30/2022,81.47,35.4
UN287,UN287 OVER MOGOGWANENG,Bridge,Bridge Cellular,8/5/2021,,,,Unknown,,6/30/2022,98.3,87.34
UN29,D4170 over Sefufule river,Bridge,Bridge,8/19/2021,,,,Sekhukhune,,6/30/2022,89.51,61.08
UN30,D4170 over Pororo river,Bridge,Bridge,8/19/2021,,,,Sekhukhune,,6/30/2022,63.84,40.97
UN302,P17/3 over river,Bridge,Bridge,2/7/2022,,,,Mopani,,6/30/2022,100,100
UN303,D21 over river,Bridge,Bridge,9/3/2021,,,,Mopani,,6/30/2022,98.66,98.73
UN305,D449 oner Mutshedzi river,Major Culvert,Culvert Major,9/4/2021,,,,Vhembe,,6/30/2022,90.06,66.41
UN306,D1231 over river,Bridge,Bridge,9/9/2021,,,,Waterberg,,6/30/2022,84.17,56.84
UN31,D4172 over river,Major Culvert,Culvert Major,8/19/2021,,,,Sekhukhune,,6/30/2022,84.38,32.5
UN32,D4179 over river,Major Culvert,Culvert Major,8/17/2021,,,,Sekhukhune,,6/30/2022,67.61,9.79
UN33,D4180 over river,Bridge,Bridge,8/19/2021,,,,Sekhukhune,,6/30/2022,98.21,35
UN35,D4190 over Tswaing river,Bridge,Bridge,8/31/2021,,,,Sekhukhune,,6/30/2022,85.83,74.41
UN36,D4190 over Pelangwe river,Bridge,Bridge,8/31/2021,,,,Sekhukhune,,6/30/2022,77.92,54.47
UN37,D4200 over Dithothwaneng River,Bridge,Bridge,9/1/2021,,,,Sekhukhune,,6/30/2022,100,100
UN38,D4200 over Lepellane river,Bridge,Bridge,9/1/2021,,,,Sekhukhune,,6/30/2022,72.32,33.96
UN39,D4200 over river,Bridge,Bridge,9/1/2021,,,,Sekhukhune,,6/30/2022,80.83,58.27
UN40,D4220 over river,Bridge,Bridge,8/31/2021,,,,Sekhukhune,,6/30/2022,91.22,92.44
UN42,D4250 over river.,Major Culvert,Culvert Major,9/1/2021,,,,Sekhukhune,,6/30/2022,96.59,61
UN43,D4250 over Lepellane river,Bridge,Bridge,9/1/2021,,,,Sekhukhune,,6/30/2022,87.02,60.32
UN44,D4250 over river.,Major Culvert,Culvert Major,9/1/2021,,,,Sekhukhune,,6/30/2022,96.73,87.93
UN45,D4263 over river,Bridge,Bridge,8/12/2021,,,,Sekhukhune,,6/30/2022,85.04,82.95
UN46,D4280 over Monapanade river,Bridge,Bridge,1/27/2022,,,,Sekhukhune,,6/30/2022,80.56,38.87
UN47,D4285 over Motsephiri river,Bridge,Bridge,8/5/2021,,,,Sekhukhune,,6/30/2022,97.17,84.57
UN48,D885 over river,Bridge,Bridge,8/19/2021,,,,Capricorn,,6/30/2022,86.28,83.97
UN49,D885 over river,Bridge,Bridge,8/19/2021,,,,Capricorn,,6/30/2022,85.83,55.55
UN5,D190 over river,Major Culvert,Culvert Major,7/23/2021,,,,Waterberg,,6/30/2022,96.59,97.73
UN50,Brakspruit River Bridge,Bridge,Bridge Cellular,7/16/2021,,,,Capricorn,,6/30/2022,92.99,93.32
UN6,D1231 over Rooisloot river,Major Culvert,Culvert Major,9/14/2021,,,,Waterberg,,6/30/2022,80.11,58.12
UN67,D1356 over Dwars river,Bridge,Bridge,7/27/2021,,,,Capricorn,,6/30/2022,94.12,93.23
UN69,D1200 over Doringlaagte River,Major Culvert,Culvert Major,8/20/2021,,,,Capricorn,,6/30/2022,90.27,87.05
UN70,D1200 over river,Bridge,Bridge,8/20/2021,,,,Capricorn,,6/30/2022,92.04,74.87
UN72,Nkumpi Canal Major Culvert,Major Culvert,Culvert Major,8/6/2021,,,,Capricorn,,6/30/2022,92.05,89.78
UN73,D1069 over Sand river.,Major Culvert,Culvert Major,9/15/2021,,,,Waterberg,,6/30/2022,57.95,52.03
UN74,D2357 over crocodile river.,Bridge,Bridge Cellular,9/2/2021,,,,Waterberg,,6/30/2022,56.8,11.31
UN75,D1959 over river.,Major Culvert,Culvert Major,9/3/2021,,,,Waterberg,,6/30/2022,77.56,33.35
UN76,D1959 over river.,,Culvert Lesser,9/3/2021,,,,Waterberg,,6/30/2022,,100
UN77,D1959 over river,Bridge,Bridge Cellular,9/3/2021,,,,Waterberg,,6/30/2022,85.8,64.28
UN78,D1959 over river.,Major Culvert,Culvert Major,9/3/2021,,,,Waterberg,,6/30/2022,87.5,91.36
UN79,D1959 over river.,Major Culvert,Culvert Major,9/3/2021,,,,Waterberg,,6/30/2022,82.39,82.58
UN80,D1959 over river.,Bridge,Bridge Cellular,9/3/2021,,,,Waterberg,,6/30/2022,93.47,90.1
UN81,D1882 over Mokolo,Major Culvert,Culvert Major,9/17/2021,,,,Waterberg,,6/30/2022,77.56,83.13
UN89,D1942 Over River,,Other Structure,2/4/2022,,,,Vhembe,,6/30/2022,100,100
UN90,D1942 Over River,Major Culvert,Culvert Major,8/11/2021,,,,Vhembe,,6/30/2022,95.74,96.34
UN93,D1764 Sand drift,,Other Structure,2/4/2022,,,,Vhembe,,6/30/2022,100,100
UN94,D3653 over river,Bridge,Bridge,2/7/2022,,,,Vhembe,,6/30/2022,100,100
UNC03,D3269 over mogalakwena tributary.,Major Culvert,Culvert Major,9/16/2021,,,,Waterberg,,6/30/2022,75.57,66.23
UNC05,D3277 over Mogalakwena River Tributary,,Culvert Lesser,8/25/2021,,,,Capricorn,,6/30/2022,100,100
UNC06,D3277 over Morotsi Tributary 8,Major Culvert,Culvert Major,8/25/2021,,,,Capricorn,,6/30/2022,93.94,97.12
UNC07,D3277 over Morotsi River,Major Culvert,Culvert Major,8/25/2021,,,,Capricorn,,6/30/2022,85.7,67.36
UNC09,Thlabasane River Major Culvert,Major Culvert,Culvert Major,8/11/2021,,,,Capricorn,,6/30/2022,90.62,83.26
UNC10,D1200 over Bosehia River Tributary,Bridge,Bridge Cellular,8/20/2021,,,,Capricorn,,6/30/2022,97.07,97
UNC11,D1200 over Ga Manasonya River,Major Culvert,Culvert Major,8/20/2021,,,,Capricorn,,6/30/2022,94.41,97.12
UNC12,Bloed River Tributary,Major Culvert,Culvert Major,7/21/2021,,,,Capricorn,,6/30/2022,100,100
UNL01,D1350 over river,Bridge,Bridge,7/30/2021,,,,Mopani,,6/30/2022,98.89,97.01
UNL03,D1350 over river,Bridge,Bridge,7/30/2021,,,,Mopani,,6/30/2022,100,100
UNL05,#NAME?,Major Culvert,Culvert Major,7/30/2021,,,,,,6/30/2022,98.3,98.73
UNL06,D3180 over river,Bridge,Bridge,7/30/2021,,,,Mopani,,6/30/2022,98.89,98.94
UNL08,0,Major Culvert,Culvert Major,7/30/2021,,,,,,6/30/2022,89.49,92.17
